student_id,name,grade,n_requested,n_assigned,n_missing,section_ids,course_ids,missing_courses
30082,Student_30082,9,8,7,1,A0901.6|ADVHS01.9|B0901.4|E0901.1|G0901.2|H0904.3|J0901.1|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1306,I0903
27094,Student_27094,11,8,8,0,A1105.1|ADVHS01.4|E1101.3|G1203.4|L1304.2|OH1305.2|OI1003.2|OJ1203.1|OJ1204.1,A1105|ADVHS01|E1101|G1203|L1304|OH1305|OI1003|OJ1203|OJ1204,
29077,Student_29077,10,8,7,1,A1006.4|ADVHS01.18|B1001.3|E1001.5|G1004.2|H1001.1|OI1003.2|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|OI1003|OZ1323,OC1310
29112,Student_29112,10,8,8,0,A1006.2|ADVHS01.22|B1001.3|E1001.1|G1004.5|I1214.1|OH1305.1|OI1003.4|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|I1214|OH1305|OI1003|OZ1323,
30013,Student_30013,9,8,8,0,A0901.5|ADVHS01.34|B0901.6|C0904.1|E0901.2|G0901.5|H0904.4|I1003.4|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0901,
29125,Student_29125,10,8,8,0,A1006.6|ADVHS01.17|B1001.5|E1001.2|G1004.3|H1001.4|OI1003.2|OJ1306.1|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1001|OI1003|OJ1306|OZ1323,
28058,Student_28058,11,8,7,1,ADVHS01.14|E1101.1|G1203.3|H1201B.1|L1302.2|OA1317.1|OA1319.2|OC1310.2,ADVHS01|E1101|G1203|H1201B|L1302|OA1317|OA1319|OC1310,OB1520
30049,Student_30049,9,8,7,1,A0901.5|ADVHS01.22|B0901.2|C0904.4|E0901.3|G0901.4|H0904.4|J0903.1,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I0903
30070,Student_30070,9,8,8,0,A0901.3|ADVHS01.24|B0901.7|C0904.4|E0901.6|G0901.2|H0904.1|I1003.2|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0901,
30021,Student_30021,9,8,7,1,A0901.4|ADVHS01.10|B0901.5|E0901.2|G0901.2|H0904.1|J0901.2|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1306,I0903
30059,Student_30059,9,8,7,1,A0901.6|ADVHS01.24|B0901.3|E0901.4|G0901.3|H0904.1|J0903.1|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
29124,Student_29124,10,8,7,1,A1006.3|ADVHS01.4|B1001.4|E1001.1|G1004.5|H1001.2|I1211.2|OZ1323.4,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1211|OZ1323,OJ1204
29023,Student_29023,10,8,8,0,A1006.5|ADVHS01.17|B1001.6|E1001.2|G1004.1|H1001.2|OI1003.4|OZ1207.2|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|H1001|OI1003|OZ1207|OZ1323,
27123,Student_27123,12,8,7,1,ADVHS01.18|C0907.1|E1201.1|G1201.1|L1301.1|OB1532.1|OH1306.3|OI1305.1,ADVHS01|C0907|E1201|G1201|L1301|OB1532|OH1306|OI1305,OA1318
30121,Student_30121,9,8,7,1,A0901.2|ADVHS01.20|B0901.2|C0904.2|E0901.5|G0901.4|H0904.5|J0901.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I0903
27174,Student_27174,12,7,7,0,ADVHS01.16|E1201.6|G1202.1|J1203.5|L1304.4|OA1318.1|OH1306.1|OI1305.2,ADVHS01|E1201|G1202|J1203|L1304|OA1318|OH1306|OI1305,
30057,Student_30057,9,8,7,1,A0901.6|ADVHS01.3|B0901.2|E0901.1|G0901.3|H0904.7|J0903.2|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
29087,Student_29087,10,8,7,1,A1006.3|ADVHS01.35|B1001.1|B1006.1|E1001.6|H1001.2|OC1314.1|VHS0052.1,A1006|ADVHS01|B1001|B1006|E1001|H1001|OC1314|VHS0052,I1003
29016,Student_29016,10,8,8,0,A1006.1|ADVHS01.28|B1001.5|E1001.4|G1004.2|H1001.4|I1211.2|OZ1207.1|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1211|OZ1207|OZ1323,
27086,Student_27086,12,9,9,0,A1204.2|ADVHS01.23|E1201.5|G1201.3|I1212.1|I1213.1|J1203.4|OC1310.3|OH1306.3|OI1303.2,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OC1310|OH1306|OI1303,
30146,Student_30146,9,8,7,1,A0901.4|ADVHS01.18|B0901.4|E0901.1|G0901.3|H0904.2|J0903.1|OC1307.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1307,I0903
27051,Student_27051,12,7,7,0,A1204.3|ADVHS01.34|E1201.3|G1201.3|J1203.2|L1304.1|OH1306.3|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1305,
28162,Student_28162,11,9,8,1,A1105.1|ADVHS01.17|E1101.2|G1203.3|I1212.1|I1213.1|OC1310.1|OH1401.1|OI1003.5,A1105|ADVHS01|E1101|G1203|I1212|I1213|OC1310|OH1401|OI1003,OB1520
29142,Student_29142,10,8,8,0,A1006.2|ADVHS01.9|B1001.1|E1001.6|G1004.2|I1003.3|I1214.3|OI1003.3|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|I1003|I1214|OI1003|OZ1323,
30127,Student_30127,9,8,7,1,A0901.6|ADVHS01.25|B0901.7|C0904.3|E0901.4|G0901.4|H0904.3|J0903.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I0903
27127,Student_27127,12,8,7,1,ADVHS01.10|E1201.4|G1201.1|I1204.2|L1304.4|OA1322.1|OH1306.1|OJ1203.1,ADVHS01|E1201|G1201|I1204|L1304|OA1322|OH1306|OJ1203,OB1532
26040,Student_26040,12,9,8,1,A1204.1|ADVHS01.6|E1201.4|G1201.1|I1212.4|I1213.4|J1203.1|OH1501.1|OI1305.5,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OH1501|OI1305,OI1303
29029,Student_29029,10,8,7,1,A1006.5|ADVHS01.24|B1001.6|E1001.5|G1004.1|H1001.2|I1003.4|OC1305.4,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OC1305,B1006
28060,Student_28060,11,8,7,1,ADVHS01.6|E1101.5|I1212.2|I1213.2|OA1319.1|OH1305.3|OI1003.4|VHS0052.1,ADVHS01|E1101|I1212|I1213|OA1319|OH1305|OI1003|VHS0052,OJ1203
27053,Student_27053,12,8,8,0,A1204.2|ADVHS01.28|E1201.4|G1201.5|I1212.3|I1213.3|J1203.3|OH1306.2|OI1303.2,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OH1306|OI1303,
27091,Student_27091,12,9,8,1,ADVHS01.25|C0907.1|E1201.1|G1201.6|I1212.1|I1213.1|J1203.2|OA1317.1|OH1306.3,ADVHS01|C0907|E1201|G1201|I1212|I1213|J1203|OA1317|OH1306,OI1305
28081,Student_28081,11,8,8,0,A1105.2|ADVHS01.9|E1101.2|I1212.1|I1213.1|L1304.1|OH1305.2|OI1003.4|VHS0052.2,A1105|ADVHS01|E1101|I1212|I1213|L1304|OH1305|OI1003|VHS0052,
28176,Student_28176,11,9,9,0,A1105.5|ADVHS01.23|E1101.1|I1204.2|I1212.2|I1213.2|OA1317.1|OC1305.3|OH1305.3|VHS0052.1,A1105|ADVHS01|E1101|I1204|I1212|I1213|OA1317|OC1305|OH1305|VHS0052,
28118,Student_28118,11,9,9,0,A1105.4|ADVHS01.12|E1101.5|G1203.4|H1206.2|I1204.1|I1212.3|I1213.3|L1301.2|OC1310.3,A1105|ADVHS01|E1101|G1203|H1206|I1204|I1212|I1213|L1301|OC1310,
28074,Student_28074,11,9,9,0,A1105.4|ADVHS01.15|E1101.4|I1212.2|I1213.2|I1214.3|L1302.1|OC1305.1|OI1305.4|VHS0052.2,A1105|ADVHS01|E1101|I1212|I1213|I1214|L1302|OC1305|OI1305|VHS0052,
28015,Student_28015,11,9,9,0,A1105.2|ADVHS01.13|C0904.3|E1101.4|G1203.1|I1204.2|I1212.3|I1213.3|OB1520.2|OH1401.1,A1105|ADVHS01|C0904|E1101|G1203|I1204|I1212|I1213|OB1520|OH1401,
27008,Student_27008,11,9,9,0,A1105.1|ADVHS01.9|E1101.4|I1212.2|I1213.2|OC1305.2|OH1305.3|OI1003.4|OZ1207.2|VHS0052.1,A1105|ADVHS01|E1101|I1212|I1213|OC1305|OH1305|OI1003|OZ1207|VHS0052,
28159,Student_28159,11,8,8,0,ADVHS01.18|E1101.4|G1203.3|I1204.2|I1212.1|I1213.1|L1304.4|OA1319.1|OH1401.1,ADVHS01|E1101|G1203|I1204|I1212|I1213|L1304|OA1319|OH1401,
28161,Student_28161,11,9,8,1,ADVHS01.22|E1101.1|I1212.1|I1213.1|OC1305.1|OH1305.2|OI1305.3|OJ1203.2|VHS0052.2,ADVHS01|E1101|I1212|I1213|OC1305|OH1305|OI1305|OJ1203|VHS0052,OA1319
26009,Student_26009,12,9,8,1,A1204.2|ADVHS01.20|E1201.3|G1201.3|I1212.2|I1213.2|J1203.1|OC1310.2|OH1501.1,A1204|ADVHS01|E1201|G1201|I1212|I1213|J1203|OC1310|OH1501,OI1305
27043,Student_27043,12,9,7,2,A1204.1|ADVHS01.4|E1201.1|G1201.2|I1212.2|I1213.3|OB1520.2|OH1501.1,A1204|ADVHS01|E1201|G1201|I1212|I1213|OB1520|OH1501,L1304|OB1532
27079,Student_27079,12,9,7,2,ADVHS01.24|E1201.2|G1201.3|I1212.3|I1213.2|OB1520.2|OH1501.2|OI1303.2,ADVHS01|E1201|G1201|I1212|I1213|OB1520|OH1501|OI1303,OA1322|OB1532
27111,Student_27111,12,9,8,1,ADVHS01.20|E1201.6|G1201.2|I1212.2|I1213.2|J1203.1|OA1318.1|OH1501.1|OI1305.1,ADVHS01|E1201|G1201|I1212|I1213|J1203|OA1318|OH1501|OI1305,OI1303
28008,Student_28008,11,9,9,0,A1105.3|ADVHS01.7|C0907.1|E1101.3|H1206.1|I1212.1|I1213.1|OI1003.5|OJ1203.2|VHS0052.2,A1105|ADVHS01|C0907|E1101|H1206|I1212|I1213|OI1003|OJ1203|VHS0052,
28041,Student_28041,11,9,9,0,A1105.1|ADVHS01.12|E1101.4|I1212.3|I1213.3|OC1305.4|OH1305.2|OI1305.3|OJ1306.1|VHS0052.1,A1105|ADVHS01|E1101|I1212|I1213|OC1305|OH1305|OI1305|OJ1306|VHS0052,
28103,Student_28103,11,9,9,0,A1105.4|ADVHS01.21|E1101.4|H1206.2|I1212.2|I1213.2|OC1307.1|OI1305.1|OJ1203.1|VHS0052.2,A1105|ADVHS01|E1101|H1206|I1212|I1213|OC1307|OI1305|OJ1203|VHS0052,
30117,Student_30117,9,8,8,0,A0901.5|ADVHS01.21|B0901.6|E0901.1|G0901.2|H0904.4|I1003.5|J0903.2|OC1305.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
30018,Student_30018,9,8,7,1,A0901.2|ADVHS01.34|B0901.5|C0904.2|E0901.3|G0901.7|H0904.3|J0901.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I1003
29085,Student_29085,10,8,7,1,A1006.6|ADVHS01.20|B1001.1|E1001.5|G1004.5|H1001.4|I1003.3|OC1307.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OC1307,B1006
30175,Student_30175,9,8,6,2,A0901.2|ADVHS01.14|B0901.3|E0901.5|G0901.1|H0904.6|OC1305.2,A0901|ADVHS01|B0901|E0901|G0901|H0904|OC1305,I1003|J0901
30106,Student_30106,9,8,8,0,A0901.1|ADVHS01.21|B0901.4|C0904.2|E0901.4|G0901.3|H0904.2|I1003.4|J0903.3,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0903,
30033,Student_30033,9,8,8,0,A0901.1|ADVHS01.4|B0901.2|E0901.4|G0901.2|H0904.3|I1003.6|J0903.2|OC1307.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1307,
29129,Student_29129,10,8,7,1,A1006.5|ADVHS01.11|B1001.5|E1001.3|G1004.5|I1003.4|I1214.3|OI1003.1,A1006|ADVHS01|B1001|E1001|G1004|I1003|I1214|OI1003,B1006
29049,Student_29049,10,8,7,1,A1006.7|ADVHS01.29|B1001.3|E1001.2|G1004.4|H1001.1|I1003.6|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OZ1323,OC1310
28017,Student_28017,11,9,8,1,A1105.2|ADVHS01.3|E1101.6|H1206.1|I1212.4|I1213.4|OC1305.3|OJ1203.1|VHS0052.2,A1105|ADVHS01|E1101|H1206|I1212|I1213|OC1305|OJ1203|VHS0052,I1211
30154,Student_30154,9,8,8,0,A0901.3|ADVHS01.7|B0901.2|C0904.1|E0901.2|G0901.7|H0904.4|I1003.3|J0903.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003|J0903,
29159,Student_29159,10,8,8,0,A1006.1|ADVHS01.16|B1001.4|E1001.6|G1004.2|I1214.1|OI1003.3|OZ1207.2|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|I1214|OI1003|OZ1207|OZ1323,
30034,Student_30034,9,8,7,1,A0901.2|ADVHS01.16|B0901.5|C0904.2|E0901.5|G0901.1|H0904.6|I1003.5,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|I1003,J0903
28098,Student_28098,11,9,8,1,ADVHS01.7|E1101.3|I1212.4|I1213.4|I1214.1|OA1319.2|OC1305.2|OJ1203.1|VHS0052.1,ADVHS01|E1101|I1212|I1213|I1214|OA1319|OC1305|OJ1203|VHS0052,OI1305
27073,Student_27073,12,8,6,2,ADVHS01.31|E1201.2|G1201.6|I1212.4|I1213.4|OA1317.1|OB1520.2,ADVHS01|E1201|G1201|I1212|I1213|OA1317|OB1520,H1201B|OB1532
28025,Student_28025,11,9,8,1,A1105.3|ADVHS01.30|C0904.4|E1101.2|I1212.1|I1213.1|OH1305.2|OI1003.1|VHS0052.2,A1105|ADVHS01|C0904|E1101|I1212|I1213|OH1305|OI1003|VHS0052,OJ1203
28106,Student_28106,11,9,8,1,ADVHS01.32|E1101.4|G1203.4|I1212.2|I1213.2|OA1319.2|OC1305.2|OH1305.3|OI1003.4,ADVHS01|E1101|G1203|I1212|I1213|OA1319|OC1305|OH1305|OI1003,OB1520
28003,Student_28003,11,9,8,1,ADVHS01.10|E1101.3|I1212.3|I1213.3|OA1319.1|OC1307.1|OH1305.3|OJ1203.1|VHS0052.1,ADVHS01|E1101|I1212|I1213|OA1319|OC1307|OH1305|OJ1203|VHS0052,I1204
29012,Student_29012,10,8,7,1,A1006.3|ADVHS01.14|B1001.1|C0905.1|E1001.2|H1001.1|OI1003.6|OZ1323.2,A1006|ADVHS01|B1001|C0905|E1001|H1001|OI1003|OZ1323,G1004
27028,Student_27028,12,7,6,1,A1204.3|ADVHS01.30|E1201.3|G1201.2|I1204.1|L1303.1|OH1501.1,A1204|ADVHS01|E1201|G1201|I1204|L1303|OH1501,OB1532
28170,Student_28170,11,8,7,1,A1105.5|ADVHS01.19|E1101.3|G1203.2|OC1306.1|OH1305.2|OI1003.3|OJ1203.2,A1105|ADVHS01|E1101|G1203|OC1306|OH1305|OI1003|OJ1203,L1304
27139,Student_27139,12,8,8,0,A1204.1|ADVHS01.26|E1201.3|G1202.1|I1208.1|J1203.4|L1304.3|OH1501.2|OI1303.2,A1204|ADVHS01|E1201|G1202|I1208|J1203|L1304|OH1501|OI1303,
29138,Student_29138,10,8,7,1,A1006.4|ADVHS01.21|B1001.4|C0905.1|E1001.1|G1004.5|I1214.1|OI1003.5,A1006|ADVHS01|B1001|C0905|E1001|G1004|I1214|OI1003,B1006
28039,Student_28039,11,8,8,0,A1105.4|ADVHS01.24|C0905.1|E1101.3|G1203.1|L1301.1|OA1304.1|OH1305.1|OI1305.2,A1105|ADVHS01|C0905|E1101|G1203|L1301|OA1304|OH1305|OI1305,
27046,Student_27046,12,8,8,0,ADVHS01.10|E1201.2|G1201.3|J1203.4|L1301.2|OA1322.2|OC1310.1|OH1501.2|OI1303.2,ADVHS01|E1201|G1201|J1203|L1301|OA1322|OC1310|OH1501|OI1303,
27129,Student_27129,12,8,8,0,ADVHS01.9|E1201.1|G1201.1|I1204.1|I1215.1|J1203.1|L1304.4|OA1322.2|OH1306.3,ADVHS01|E1201|G1201|I1204|I1215|J1203|L1304|OA1322|OH1306,
27151,Student_27151,12,8,7,1,ADVHS01.32|E1201.3|G1201.3|OA1317.1|OB1532.1|OH1306.2|OI1303.2|OZ1313.1,ADVHS01|E1201|G1201|OA1317|OB1532|OH1306|OI1303|OZ1313,L1303
30119,Student_30119,9,8,8,0,A0901.2|ADVHS01.24|B0901.1|E0901.4|G0901.3|H0904.5|I1003.2|J0901.1|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0901|OC1305,
30139,Student_30139,9,8,7,1,A0901.5|ADVHS01.23|B0901.2|C0904.4|E0901.1|G0901.2|H0904.4|J0903.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I0903
27148,Student_27148,12,7,5,2,A1204.1|ADVHS01.3|E1201.5|L1304.4|OC1314.1|OI1305.5,A1204|ADVHS01|E1201|L1304|OC1314|OI1305,H1201B|OB1532
30024,Student_30024,9,8,7,1,A0901.2|ADVHS01.9|B0901.5|E0901.6|G0901.2|H0904.4|I1003.1|OC1306.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|OC1306,J0903
27001,Student_27001,12,8,7,1,ADVHS01.29|E1201.6|G1201.2|L1304.3|OA1318.1|OB1520.1|OH1306.3|OI1305.1,ADVHS01|E1201|G1201|L1304|OA1318|OB1520|OH1306|OI1305,OB1532
29069,Student_29069,10,8,8,0,A1006.3|ADVHS01.36|B1001.7|E1001.1|G1004.6|I1214.3|OC1310.1|OI1003.5|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|I1214|OC1310|OI1003|OZ1323,
29004,Student_29004,10,8,7,1,A1006.6|ADVHS01.19|B1001.4|C0905.1|E1001.4|G1004.6|I1214.1|OI1003.3,A1006|ADVHS01|B1001|C0905|E1001|G1004|I1214|OI1003,B1006
27093,Student_27093,12,8,7,1,A1204.3|ADVHS01.31|E1201.5|G1201.5|I1208.1|J1203.3|L1304.3|OI1303.1,A1204|ADVHS01|E1201|G1201|I1208|J1203|L1304|OI1303,OH1501
30062,Student_30062,9,8,8,0,A0901.3|ADVHS01.30|B0901.3|E0901.2|G0901.1|H0904.3|I1003.2|J0903.1|OC1305.4,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0903|OC1305,
27138,Student_27138,12,8,8,0,ADVHS01.11|E1201.5|G1201.5|J1203.5|L1304.1|OC1310.2|OH1501.2|OI1305.1|OZ1207.1,ADVHS01|E1201|G1201|J1203|L1304|OC1310|OH1501|OI1305|OZ1207,
29115,Student_29115,10,8,8,0,A1006.1|ADVHS01.22|B1001.6|E1001.6|G1004.3|H1001.3|I1003.2|OZ1207.1|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OZ1207|OZ1323,
28120,Student_28120,12,8,7,1,ADVHS01.27|E1201.5|I1204.1|J1203.5|L1304.2|OA1322.1|OH1306.1|OI1303.2,ADVHS01|E1201|I1204|J1203|L1304|OA1322|OH1306|OI1303,G1201
26024,Student_26024,12,8,7,1,ADVHS01.5|E1201.6|G1201.3|J1203.1|L1302.2|OH1306.3|OI1303.1|OI1305.2,ADVHS01|E1201|G1201|J1203|L1302|OH1306|OI1303|OI1305,OA1322
28109,Student_28109,11,7,7,0,A1105.4|ADVHS01.20|E1101.4|G1203.4|L1304.2|OH1305.1|OI1305.3|OJ1203.1,A1105|ADVHS01|E1101|G1203|L1304|OH1305|OI1305|OJ1203,
29022,Student_29022,10,7,6,1,A1006.2|ADVHS01.11|B1001.2|E1001.4|G1004.2|H1001.3|OI1003.2,A1006|ADVHS01|B1001|E1001|G1004|H1001|OI1003,B1006
27101,Student_27101,12,8,7,1,ADVHS01.33|E1201.6|G1201.4|H1206.2|J1203.5|L1303.1|OA1322.1|OB1520.1,ADVHS01|E1201|G1201|H1206|J1203|L1303|OA1322|OB1520,OZ1313
29096,Student_29096,10,8,8,0,A1006.4|ADVHS01.22|B1001.1|B1006.1|E1001.1|G1004.5|I1211.2|I1214.3|OC1310.3,A1006|ADVHS01|B1001|B1006|E1001|G1004|I1211|I1214|OC1310,
27061,Student_27061,12,7,6,1,A1204.1|ADVHS01.23|E1201.2|G1201.4|J1203.2|L1303.1|OI1303.2,A1204|ADVHS01|E1201|G1201|J1203|L1303|OI1303,OH1501
28073,Student_28073,11,8,8,0,A1105.4|ADVHS01.8|E1101.6|G1203.1|H1206.1|L1301.2|OA1304.1|OC1310.1|OI1003.2,A1105|ADVHS01|E1101|G1203|H1206|L1301|OA1304|OC1310|OI1003,
29059,Student_29059,10,8,8,0,A1006.3|ADVHS01.23|B1001.3|E1001.5|G1004.2|H1001.1|I1003.1|OC1307.1|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OC1307|OZ1323,
28026,Student_28026,11,7,7,0,A1105.1|ADVHS01.1|E1101.2|G1203.4|I1215.1|L1301.1|OH1401.1|OI1003.1,A1105|ADVHS01|E1101|G1203|I1215|L1301|OH1401|OI1003,
29116,Student_29116,10,8,8,0,A1006.4|ADVHS01.22|B1001.1|E1001.5|G1004.2|H1001.4|I1003.3|OI1003.4|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OI1003|OZ1323,
29131,Student_29131,10,8,8,0,A1006.4|ADVHS01.16|B1001.6|E1001.5|G1004.4|H1001.1|OI1003.4|OZ1207.2|OZ1323.1,A1006|ADVHS01|B1001|E1001|G1004|H1001|OI1003|OZ1207|OZ1323,
30166,Student_30166,9,8,7,1,A0901.3|ADVHS01.7|B0901.4|E0901.5|G0901.4|H0904.6|J0901.1|OC1305.1,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0901|OC1305,I0903
27169,Student_27169,12,7,6,1,ADVHS01.5|E1201.4|G1201.1|J1203.3|L1302.1|OH1306.2|OI1303.1,ADVHS01|E1201|G1201|J1203|L1302|OH1306|OI1303,A1204
29045,Student_29045,10,8,8,0,A1006.6|ADVHS01.20|B1001.5|E1001.2|G1004.1|I1214.1|OI1003.5|OJ1306.1|OZ1323.3,A1006|ADVHS01|B1001|E1001|G1004|I1214|OI1003|OJ1306|OZ1323,
27050,Student_27050,12,8,7,1,A1204.3|ADVHS01.33|E1201.5|G1201.5|J1203.3|L1304.2|OH1306.3|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1305,OI1303
27092,Student_27092,12,7,7,0,A1204.1|ADVHS01.23|E1201.6|G1201.4|J1203.2|L1304.1|OH1306.3|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1304|OH1306|OI1305,
29157,Student_29157,10,8,8,0,A1006.3|ADVHS01.4|B1001.1|C0904.2|E1001.2|G1004.1|H1001.2|OI1003.4|OZ1323.3,A1006|ADVHS01|B1001|C0904|E1001|G1004|H1001|OI1003|OZ1323,
29097,Student_29097,10,8,7,1,A1006.5|ADVHS01.24|B1001.4|E1001.4|G1004.5|I1214.3|OI1003.1|OZ1323.2,A1006|ADVHS01|B1001|E1001|G1004|I1214|OI1003|OZ1323,OC1310
29081,Student_29081,10,8,8,0,A1006.7|ADVHS01.2|B1001.2|E1001.6|G1004.2|H1001.3|I1003.2|OZ1207.1|OZ1323.4,A1006|ADVHS01|B1001|E1001|G1004|H1001|I1003|OZ1207|OZ1323,
30097,Student_30097,9,8,7,1,A0901.3|ADVHS01.23|B0901.3|E0901.1|G0901.1|H0904.6|J0903.3|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|J0903|OC1305,I0903
27038,Student_27038,12,8,8,0,A1204.3|ADVHS01.27|E1201.4|G1201.2|J1203.4|L1302.1|OC1310.1|OH1306.1|OI1305.2,A1204|ADVHS01|E1201|G1201|J1203|L1302|OC1310|OH1306|OI1305,
28116,Student_28116,11,8,7,1,A1105.5|ADVHS01.19|E1101.5|G1203.3|L1304.2|OC1310.1|OH1401.1|OI1305.1,A1105|ADVHS01|E1101|G1203|L1304|OC1310|OH1401|OI1305,OJ1203
27113,Student_27113,12,8,6,2,A1204.2|ADVHS01.36|E1201.5|G1201.6|I1208.1|L1301.3|OZ1313.1,A1204|ADVHS01|E1201|G1201|I1208|L1301|OZ1313,H1201B|OB1532
30001,Student_30001,9,8,7,1,A0901.4|ADVHS01.26|B0901.2|C0904.1|E0901.2|G0901.5|H0904.6|J0903.1,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0903,I1003
28144,Student_28144,10,8,8,0,A1006.3|ADVHS01.36|B1001.6|B1006.2|E1001.4|H1001.3|I1211.1|OJ1306.1|VHS0052.1,A1006|ADVHS01|B1001|B1006|E1001|H1001|I1211|OJ1306|VHS0052,
28157,Student_28157,11,8,7,1,ADVHS01.34|E1101.4|G1203.3|I1204.1|I1214.3|L1304.4|OA1319.2|OI1303.2,ADVHS01|E1101|G1203|I1204|I1214|L1304|OA1319|OI1303,C0905
27024,Student_27024,11,8,8,0,ADVHS01.31|C0907.1|E1101.6|G1203.2|L1304.4|OA1317.1|OA1319.2|OH1305.2|OI1305.3,ADVHS01|C0907|E1101|G1203|L1304|OA1317|OA1319|OH1305|OI1305,
29100,Student_29100,9,8,6,2,A0901.4|ADVHS01.19|B0901.4|C0904.4|E0901.1|G0901.7|H0904.6,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904,I0903|J0903
30176,Student_30176,9,8,7,1,A0901.2|ADVHS01.18|B0901.2|C0904.2|E0901.1|G0901.2|H0904.5|J0901.2,A0901|ADVHS01|B0901|C0904|E0901|G0901|H0904|J0901,I0903
29136,Student_29136,10,8,8,0,A1006.3|ADVHS01.19|B1001.1|B1006.1|E1001.1|G1004.5|I1214.3|OI1003.3|OJ1306.1,A1006|ADVHS01|B1001|B1006|E1001|G1004|I1214|OI1003|OJ1306,
28117,Student_28117,11,8,8,0,ADVHS01.25|E1101.5|G1203.2|H1201B.1|I1215.1|L1301.3|OA1319.1|OC1310.1|OI1003.6,ADVHS01|E1101|G1203|H1201B|I1215|L1301|OA1319|OC1310|OI1003,
27078,Student_27078,12,8,7,1,ADVHS01.15|C0907.1|E1201.5|G1201.3|J1203.3|L1304.2|OA1318.1|OI1305.3,ADVHS01|C0907|E1201|G1201|J1203|L1304|OA1318|OI1305,OH1501
28029,Student_28029,11,8,7,1,A1105.3|ADVHS01.13|E1101.6|G1203.3|L1304.3|OC1305.4|OH1305.1|OI1003.5,A1105|ADVHS01|E1101|G1203|L1304|OC1305|OH1305|OI1003,OJ1203
28005,Student_28005,11,8,7,1,A1105.4|ADVHS01.24|E1101.3|I1204.2|I1215.1|L1302.2|OA1304.1|OH1305.3,A1105|ADVHS01|E1101|I1204|I1215|L1302|OA1304|OH1305,G1203
30074,Student_30074,9,8,8,0,A0901.6|ADVHS01.1|B0901.7|E0901.4|G0901.3|H0904.1|I1003.2|J0901.3|OC1305.3,A0901|ADVHS01|B0901|E0901|G0901|H0904|I1003|J0901|OC1305,
