SchoolID,StudentID,SectionID,CourseID,TermID
Columbus Middle School,M2026306,ENG7.8,ENG7,2026-2027
Columbus Middle School,M2026306,MATH7.3,MATH7,2026-2027
Columbus Middle School,M2026306,PE7.8,PE7,2026-2027
Columbus Middle School,M2026306,SCI7.6,SCI7,2026-2027
Columbus Middle School,M2026306,SPAN7.6,SPAN7,2026-2027
Columbus Middle School,M2026306,SS7.6,SS7,2026-2027
Columbus Middle School,M2026307,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026307,ART_MS.5,ART_MS,2026-2027
Columbus Middle School,M2026307,ENG7.8,ENG7,2026-2027
Columbus Middle School,M2026307,MATH7.10,MATH7,2026-2027
Columbus Middle School,M2026307,PE7.1,PE7,2026-2027
Columbus Middle School,M2026307,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026307,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026307,SS7.9,SS7,2026-2027
Columbus Middle School,M2026308,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026308,ART_MS.5,ART_MS,2026-2027
Columbus Middle School,M2026308,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026308,MATH7.3,MATH7,2026-2027
Columbus Middle School,M2026308,PE7.4,PE7,2026-2027
Columbus Middle School,M2026308,SCI7.5,SCI7,2026-2027
Columbus Middle School,M2026308,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026308,SS7.4,SS7,2026-2027
Columbus Middle School,M2026309,ADV_MS.25,ADV_MS,2026-2027
Columbus Middle School,M2026309,DRAMA_MS.1,DRAMA_MS,2026-2027
Columbus Middle School,M2026309,ENG7.5,ENG7,2026-2027
Columbus Middle School,M2026309,MATH7.9,MATH7,2026-2027
Columbus Middle School,M2026309,PE7.2,PE7,2026-2027
Columbus Middle School,M2026309,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026309,SPAN7.5,SPAN7,2026-2027
Columbus Middle School,M2026309,SS7.1,SS7,2026-2027
Columbus Middle School,M2026310,ADV_MS.16,ADV_MS,2026-2027
Columbus Middle School,M2026310,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026310,MATH7.2,MATH7,2026-2027
Columbus Middle School,M2026310,MUS_MS.1,MUS_MS,2026-2027
Columbus Middle School,M2026310,PE7.1,PE7,2026-2027
Columbus Middle School,M2026310,SCI7.9,SCI7,2026-2027
Columbus Middle School,M2026310,SPAN7.3,SPAN7,2026-2027
Columbus Middle School,M2026310,SS7.2,SS7,2026-2027
Columbus Middle School,M2026311,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026311,ART_MS.4,ART_MS,2026-2027
Columbus Middle School,M2026311,ENG7.7,ENG7,2026-2027
Columbus Middle School,M2026311,MATH7.3,MATH7,2026-2027
Columbus Middle School,M2026311,PE7.4,PE7,2026-2027
Columbus Middle School,M2026311,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026311,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026311,SS7.9,SS7,2026-2027
Columbus Middle School,M2026312,ADV_MS.14,ADV_MS,2026-2027
Columbus Middle School,M2026312,ART_MS.5,ART_MS,2026-2027
Columbus Middle School,M2026312,ENG7.1,ENG7,2026-2027
Columbus Middle School,M2026312,MATH7.2,MATH7,2026-2027
Columbus Middle School,M2026312,PE7.7,PE7,2026-2027
Columbus Middle School,M2026312,SCI7.2,SCI7,2026-2027
Columbus Middle School,M2026312,SPAN7.9,SPAN7,2026-2027
Columbus Middle School,M2026312,SS7.1,SS7,2026-2027
Columbus Middle School,M2026313,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026313,ART_MS.5,ART_MS,2026-2027
Columbus Middle School,M2026313,ENG7.10,ENG7,2026-2027
Columbus Middle School,M2026313,MATH7.6,MATH7,2026-2027
Columbus Middle School,M2026313,PE7.7,PE7,2026-2027
Columbus Middle School,M2026313,SCI7.8,SCI7,2026-2027
Columbus Middle School,M2026313,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026313,SS7.3,SS7,2026-2027
Columbus Middle School,M2026314,ADV_MS.8,ADV_MS,2026-2027
Columbus Middle School,M2026314,ENG7.8,ENG7,2026-2027
Columbus Middle School,M2026314,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026314,MUS_MS.1,MUS_MS,2026-2027
Columbus Middle School,M2026314,PE7.8,PE7,2026-2027
Columbus Middle School,M2026314,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026314,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026314,SS7.5,SS7,2026-2027
Columbus Middle School,M2026315,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026315,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026315,MATH7.5,MATH7,2026-2027
Columbus Middle School,M2026315,MUS_MS.2,MUS_MS,2026-2027
Columbus Middle School,M2026315,PE7.5,PE7,2026-2027
Columbus Middle School,M2026315,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026315,SPAN7.3,SPAN7,2026-2027
Columbus Middle School,M2026315,SS7.1,SS7,2026-2027
Columbus Middle School,M2026316,ADV_MS.13,ADV_MS,2026-2027
Columbus Middle School,M2026316,ART_MS.5,ART_MS,2026-2027
Columbus Middle School,M2026316,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026316,MATH7.2,MATH7,2026-2027
Columbus Middle School,M2026316,PE7.1,PE7,2026-2027
Columbus Middle School,M2026316,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026316,SPAN7.10,SPAN7,2026-2027
Columbus Middle School,M2026316,SS7.6,SS7,2026-2027
Columbus Middle School,M2026317,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026317,ENG7.4,ENG7,2026-2027
Columbus Middle School,M2026317,MATH7.3,MATH7,2026-2027
Columbus Middle School,M2026317,PE7.3,PE7,2026-2027
Columbus Middle School,M2026317,SCI7.1,SCI7,2026-2027
Columbus Middle School,M2026317,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026317,SS7.10,SS7,2026-2027
Columbus Middle School,M2026317,TECH_MS.5,TECH_MS,2026-2027
Columbus Middle School,M2026318,ADV_MS.28,ADV_MS,2026-2027
Columbus Middle School,M2026318,DRAMA_MS.3,DRAMA_MS,2026-2027
Columbus Middle School,M2026318,ENG7.7,ENG7,2026-2027
Columbus Middle School,M2026318,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026318,PE7.4,PE7,2026-2027
Columbus Middle School,M2026318,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026318,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026318,SS7.4,SS7,2026-2027
Columbus Middle School,M2026319,ADV_MS.6,ADV_MS,2026-2027
Columbus Middle School,M2026319,DRAMA_MS.3,DRAMA_MS,2026-2027
Columbus Middle School,M2026319,ENG7.7,ENG7,2026-2027
Columbus Middle School,M2026319,MATH7.8,MATH7,2026-2027
Columbus Middle School,M2026319,PE7.3,PE7,2026-2027
Columbus Middle School,M2026319,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026319,SPAN7.5,SPAN7,2026-2027
Columbus Middle School,M2026319,SS7.5,SS7,2026-2027
Columbus Middle School,M2026320,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026320,ART_MS.3,ART_MS,2026-2027
Columbus Middle School,M2026320,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026320,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026320,PE7.9,PE7,2026-2027
Columbus Middle School,M2026320,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026320,SPAN7.6,SPAN7,2026-2027
Columbus Middle School,M2026320,SS7.1,SS7,2026-2027
Columbus Middle School,M2026321,ADV_MS.15,ADV_MS,2026-2027
Columbus Middle School,M2026321,ART_MS.5,ART_MS,2026-2027
Columbus Middle School,M2026321,ENG7.5,ENG7,2026-2027
Columbus Middle School,M2026321,MATH7.7,MATH7,2026-2027
Columbus Middle School,M2026321,PE7.2,PE7,2026-2027
Columbus Middle School,M2026321,SCI7.8,SCI7,2026-2027
Columbus Middle School,M2026321,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026321,SS7.2,SS7,2026-2027
Columbus Middle School,M2026322,ADV_MS.13,ADV_MS,2026-2027
Columbus Middle School,M2026322,ENG7.6,ENG7,2026-2027
Columbus Middle School,M2026322,MATH7.3,MATH7,2026-2027
Columbus Middle School,M2026322,PE7.8,PE7,2026-2027
Columbus Middle School,M2026322,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026322,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026322,SS7.10,SS7,2026-2027
Columbus Middle School,M2026322,TECH_MS.3,TECH_MS,2026-2027
Columbus Middle School,M2026323,ADV_MS.28,ADV_MS,2026-2027
Columbus Middle School,M2026323,DRAMA_MS.3,DRAMA_MS,2026-2027
Columbus Middle School,M2026323,ENG7.1,ENG7,2026-2027
Columbus Middle School,M2026323,MATH7.8,MATH7,2026-2027
Columbus Middle School,M2026323,PE7.4,PE7,2026-2027
Columbus Middle School,M2026323,SCI7.5,SCI7,2026-2027
Columbus Middle School,M2026323,SPAN7.5,SPAN7,2026-2027
Columbus Middle School,M2026323,SS7.3,SS7,2026-2027
Columbus Middle School,M2026324,ADV_MS.13,ADV_MS,2026-2027
Columbus Middle School,M2026324,ART_MS.5,ART_MS,2026-2027
Columbus Middle School,M2026324,ENG7.7,ENG7,2026-2027
Columbus Middle School,M2026324,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026324,PE7.3,PE7,2026-2027
Columbus Middle School,M2026324,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026324,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026324,SS7.2,SS7,2026-2027
Columbus Middle School,M2026325,ADV_MS.1,ADV_MS,2026-2027
Columbus Middle School,M2026325,ENG7.4,ENG7,2026-2027
Columbus Middle School,M2026325,MATH7.5,MATH7,2026-2027
Columbus Middle School,M2026325,MUS_MS.2,MUS_MS,2026-2027
Columbus Middle School,M2026325,PE7.6,PE7,2026-2027
Columbus Middle School,M2026325,SCI7.10,SCI7,2026-2027
Columbus Middle School,M2026325,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026325,SS7.5,SS7,2026-2027
Columbus Middle School,M2026326,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026326,ENG7.7,ENG7,2026-2027
Columbus Middle School,M2026326,MATH7.8,MATH7,2026-2027
Columbus Middle School,M2026326,MUS_MS.3,MUS_MS,2026-2027
Columbus Middle School,M2026326,PE7.5,PE7,2026-2027
Columbus Middle School,M2026326,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026326,SPAN7.6,SPAN7,2026-2027
Columbus Middle School,M2026326,SS7.9,SS7,2026-2027
Columbus Middle School,M2026327,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026327,DRAMA_MS.2,DRAMA_MS,2026-2027
Columbus Middle School,M2026327,ENG7.2,ENG7,2026-2027
Columbus Middle School,M2026327,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026327,PE7.3,PE7,2026-2027
Columbus Middle School,M2026327,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026327,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026327,SS7.2,SS7,2026-2027
Columbus Middle School,M2026328,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026328,ART_MS.3,ART_MS,2026-2027
Columbus Middle School,M2026328,ENG7.5,ENG7,2026-2027
Columbus Middle School,M2026328,MATH7.5,MATH7,2026-2027
Columbus Middle School,M2026328,PE7.8,PE7,2026-2027
Columbus Middle School,M2026328,SCI7.1,SCI7,2026-2027
Columbus Middle School,M2026328,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026328,SS7.8,SS7,2026-2027
Columbus Middle School,M2026329,ADV_MS.26,ADV_MS,2026-2027
Columbus Middle School,M2026329,ART_MS.4,ART_MS,2026-2027
Columbus Middle School,M2026329,ENG7.2,ENG7,2026-2027
Columbus Middle School,M2026329,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026329,PE7.2,PE7,2026-2027
Columbus Middle School,M2026329,SCI7.1,SCI7,2026-2027
Columbus Middle School,M2026329,SPAN7.3,SPAN7,2026-2027
Columbus Middle School,M2026329,SS7.10,SS7,2026-2027
Columbus Middle School,M2026330,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026330,ART_MS.4,ART_MS,2026-2027
Columbus Middle School,M2026330,ENG7.6,ENG7,2026-2027
Columbus Middle School,M2026330,MATH7.10,MATH7,2026-2027
Columbus Middle School,M2026330,PE7.4,PE7,2026-2027
Columbus Middle School,M2026330,SCI7.9,SCI7,2026-2027
Columbus Middle School,M2026330,SPAN7.7,SPAN7,2026-2027
Columbus Middle School,M2026330,SS7.3,SS7,2026-2027
Columbus Middle School,M2026331,ADV_MS.13,ADV_MS,2026-2027
Columbus Middle School,M2026331,ART_MS.3,ART_MS,2026-2027
Columbus Middle School,M2026331,DRAMA_MS.3,DRAMA_MS,2026-2027
Columbus Middle School,M2026331,ENG7.4,ENG7,2026-2027
Columbus Middle School,M2026331,MATH7.6,MATH7,2026-2027
Columbus Middle School,M2026331,PE7.4,PE7,2026-2027
Columbus Middle School,M2026331,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026331,SPAN7.3,SPAN7,2026-2027
Columbus Middle School,M2026331,SS7.2,SS7,2026-2027
Columbus Middle School,M2026332,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026332,ENG7.2,ENG7,2026-2027
Columbus Middle School,M2026332,MATH7.2,MATH7,2026-2027
Columbus Middle School,M2026332,MUS_MS.5,MUS_MS,2026-2027
Columbus Middle School,M2026332,PE7.4,PE7,2026-2027
Columbus Middle School,M2026332,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026332,SPAN7.5,SPAN7,2026-2027
Columbus Middle School,M2026332,SS7.9,SS7,2026-2027
Columbus Middle School,M2026333,ADV_MS.13,ADV_MS,2026-2027
Columbus Middle School,M2026333,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026333,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026333,PE7.4,PE7,2026-2027
Columbus Middle School,M2026333,SCI7.2,SCI7,2026-2027
Columbus Middle School,M2026333,SPAN7.8,SPAN7,2026-2027
Columbus Middle School,M2026333,SS7.5,SS7,2026-2027
Columbus Middle School,M2026333,TECH_MS.5,TECH_MS,2026-2027
Columbus Middle School,M2026334,ADV_MS.15,ADV_MS,2026-2027
Columbus Middle School,M2026334,ENG7.1,ENG7,2026-2027
Columbus Middle School,M2026334,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026334,PE7.2,PE7,2026-2027
Columbus Middle School,M2026334,SCI7.2,SCI7,2026-2027
Columbus Middle School,M2026334,SPAN7.9,SPAN7,2026-2027
Columbus Middle School,M2026334,SS7.1,SS7,2026-2027
Columbus Middle School,M2026334,TECH_MS.1,TECH_MS,2026-2027
Columbus Middle School,M2026335,ADV_MS.14,ADV_MS,2026-2027
Columbus Middle School,M2026335,ART_MS.4,ART_MS,2026-2027
Columbus Middle School,M2026335,ENG7.8,ENG7,2026-2027
Columbus Middle School,M2026335,MATH7.10,MATH7,2026-2027
Columbus Middle School,M2026335,PE7.6,PE7,2026-2027
Columbus Middle School,M2026335,SCI7.9,SCI7,2026-2027
Columbus Middle School,M2026335,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026335,SS7.9,SS7,2026-2027
Columbus Middle School,M2026336,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026336,DRAMA_MS.3,DRAMA_MS,2026-2027
Columbus Middle School,M2026336,ENG7.1,ENG7,2026-2027
Columbus Middle School,M2026336,MATH7.6,MATH7,2026-2027
Columbus Middle School,M2026336,PE7.9,PE7,2026-2027
Columbus Middle School,M2026336,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026336,SPAN7.9,SPAN7,2026-2027
Columbus Middle School,M2026336,SS7.1,SS7,2026-2027
Columbus Middle School,M2026337,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026337,DRAMA_MS.4,DRAMA_MS,2026-2027
Columbus Middle School,M2026337,ENG7.10,ENG7,2026-2027
Columbus Middle School,M2026337,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026337,PE7.2,PE7,2026-2027
Columbus Middle School,M2026337,SCI7.8,SCI7,2026-2027
Columbus Middle School,M2026337,SPAN7.8,SPAN7,2026-2027
Columbus Middle School,M2026337,SS7.5,SS7,2026-2027
Columbus Middle School,M2026338,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026338,ENG7.1,ENG7,2026-2027
Columbus Middle School,M2026338,MATH7.5,MATH7,2026-2027
Columbus Middle School,M2026338,MUS_MS.5,MUS_MS,2026-2027
Columbus Middle School,M2026338,PE7.4,PE7,2026-2027
Columbus Middle School,M2026338,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026338,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026338,SS7.2,SS7,2026-2027
Columbus Middle School,M2026339,ADV_MS.14,ADV_MS,2026-2027
Columbus Middle School,M2026339,ENG7.7,ENG7,2026-2027
Columbus Middle School,M2026339,MATH7.3,MATH7,2026-2027
Columbus Middle School,M2026339,PE7.10,PE7,2026-2027
Columbus Middle School,M2026339,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026339,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026339,SS7.5,SS7,2026-2027
Columbus Middle School,M2026339,TECH_MS.5,TECH_MS,2026-2027
Columbus Middle School,M2026340,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026340,ENG7.6,ENG7,2026-2027
Columbus Middle School,M2026340,MATH7.9,MATH7,2026-2027
Columbus Middle School,M2026340,MUS_MS.5,MUS_MS,2026-2027
Columbus Middle School,M2026340,PE7.9,PE7,2026-2027
Columbus Middle School,M2026340,SCI7.8,SCI7,2026-2027
Columbus Middle School,M2026340,SPAN7.5,SPAN7,2026-2027
Columbus Middle School,M2026340,SS7.1,SS7,2026-2027
Columbus Middle School,M2026341,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026341,ART_MS.4,ART_MS,2026-2027
Columbus Middle School,M2026341,ENG7.8,ENG7,2026-2027
Columbus Middle School,M2026341,MATH7.8,MATH7,2026-2027
Columbus Middle School,M2026341,PE7.4,PE7,2026-2027
Columbus Middle School,M2026341,SCI7.6,SCI7,2026-2027
Columbus Middle School,M2026341,SPAN7.3,SPAN7,2026-2027
Columbus Middle School,M2026341,SS7.8,SS7,2026-2027
Columbus Middle School,M2026342,ADV_MS.2,ADV_MS,2026-2027
Columbus Middle School,M2026342,DRAMA_MS.2,DRAMA_MS,2026-2027
Columbus Middle School,M2026342,ENG7.10,ENG7,2026-2027
Columbus Middle School,M2026342,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026342,PE7.2,PE7,2026-2027
Columbus Middle School,M2026342,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026342,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026342,SS7.5,SS7,2026-2027
Columbus Middle School,M2026343,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026343,ENG7.6,ENG7,2026-2027
Columbus Middle School,M2026343,MATH7.2,MATH7,2026-2027
Columbus Middle School,M2026343,MUS_MS.5,MUS_MS,2026-2027
Columbus Middle School,M2026343,PE7.10,PE7,2026-2027
Columbus Middle School,M2026343,SCI7.9,SCI7,2026-2027
Columbus Middle School,M2026343,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026343,SS7.8,SS7,2026-2027
Columbus Middle School,M2026344,ADV_MS.8,ADV_MS,2026-2027
Columbus Middle School,M2026344,ENG7.2,ENG7,2026-2027
Columbus Middle School,M2026344,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026344,MUS_MS.2,MUS_MS,2026-2027
Columbus Middle School,M2026344,PE7.5,PE7,2026-2027
Columbus Middle School,M2026344,SCI7.1,SCI7,2026-2027
Columbus Middle School,M2026344,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026344,SS7.10,SS7,2026-2027
Columbus Middle School,M2026344,TECH_MS.5,TECH_MS,2026-2027
Columbus Middle School,M2026345,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026345,ENG7.10,ENG7,2026-2027
Columbus Middle School,M2026345,MATH7.1,MATH7,2026-2027
Columbus Middle School,M2026345,MUS_MS.1,MUS_MS,2026-2027
Columbus Middle School,M2026345,PE7.3,PE7,2026-2027
Columbus Middle School,M2026345,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026345,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026345,SS7.10,SS7,2026-2027
Columbus Middle School,M2026346,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026346,DRAMA_MS.2,DRAMA_MS,2026-2027
Columbus Middle School,M2026346,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026346,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026346,PE7.2,PE7,2026-2027
Columbus Middle School,M2026346,SCI7.2,SCI7,2026-2027
Columbus Middle School,M2026346,SPAN7.3,SPAN7,2026-2027
Columbus Middle School,M2026346,SS7.10,SS7,2026-2027
Columbus Middle School,M2026347,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026347,ENG7.5,ENG7,2026-2027
Columbus Middle School,M2026347,MATH7.5,MATH7,2026-2027
Columbus Middle School,M2026347,MUS_MS.4,MUS_MS,2026-2027
Columbus Middle School,M2026347,PE7.8,PE7,2026-2027
Columbus Middle School,M2026347,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026347,SPAN7.2,SPAN7,2026-2027
Columbus Middle School,M2026347,SS7.9,SS7,2026-2027
Columbus Middle School,M2026348,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026348,DRAMA_MS.3,DRAMA_MS,2026-2027
Columbus Middle School,M2026348,ENG7.4,ENG7,2026-2027
Columbus Middle School,M2026348,MATH7.2,MATH7,2026-2027
Columbus Middle School,M2026348,PE7.4,PE7,2026-2027
Columbus Middle School,M2026348,SCI7.4,SCI7,2026-2027
Columbus Middle School,M2026348,SPAN7.5,SPAN7,2026-2027
Columbus Middle School,M2026348,SS7.2,SS7,2026-2027
Columbus Middle School,M2026349,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026349,ENG7.6,ENG7,2026-2027
Columbus Middle School,M2026349,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026349,MUS_MS.5,MUS_MS,2026-2027
Columbus Middle School,M2026349,PE7.5,PE7,2026-2027
Columbus Middle School,M2026349,SCI7.6,SCI7,2026-2027
Columbus Middle School,M2026349,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026349,SS7.10,SS7,2026-2027
Columbus Middle School,M2026350,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026350,ENG7.8,ENG7,2026-2027
Columbus Middle School,M2026350,MATH7.9,MATH7,2026-2027
Columbus Middle School,M2026350,MUS_MS.2,MUS_MS,2026-2027
Columbus Middle School,M2026350,PE7.10,PE7,2026-2027
Columbus Middle School,M2026350,SCI7.9,SCI7,2026-2027
Columbus Middle School,M2026350,SPAN7.7,SPAN7,2026-2027
Columbus Middle School,M2026350,SS7.1,SS7,2026-2027
Columbus Middle School,M2026351,ADV_MS.8,ADV_MS,2026-2027
Columbus Middle School,M2026351,ENG7.5,ENG7,2026-2027
Columbus Middle School,M2026351,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026351,PE7.9,PE7,2026-2027
Columbus Middle School,M2026351,SCI7.6,SCI7,2026-2027
Columbus Middle School,M2026351,SPAN7.5,SPAN7,2026-2027
Columbus Middle School,M2026351,SS7.9,SS7,2026-2027
Columbus Middle School,M2026351,TECH_MS.2,TECH_MS,2026-2027
Columbus Middle School,M2026352,ADV_MS.19,ADV_MS,2026-2027
Columbus Middle School,M2026352,DRAMA_MS.2,DRAMA_MS,2026-2027
Columbus Middle School,M2026352,ENG7.4,ENG7,2026-2027
Columbus Middle School,M2026352,MATH7.4,MATH7,2026-2027
Columbus Middle School,M2026352,PE7.1,PE7,2026-2027
Columbus Middle School,M2026352,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026352,SPAN7.8,SPAN7,2026-2027
Columbus Middle School,M2026352,SS7.4,SS7,2026-2027
Columbus Middle School,M2026353,ADV_MS.8,ADV_MS,2026-2027
Columbus Middle School,M2026353,ENG7.9,ENG7,2026-2027
Columbus Middle School,M2026353,MATH7.2,MATH7,2026-2027
Columbus Middle School,M2026353,PE7.5,PE7,2026-2027
Columbus Middle School,M2026353,SCI7.1,SCI7,2026-2027
Columbus Middle School,M2026353,SPAN7.6,SPAN7,2026-2027
Columbus Middle School,M2026353,SS7.7,SS7,2026-2027
Columbus Middle School,M2026353,TECH_MS.1,TECH_MS,2026-2027
Columbus Middle School,M2026354,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026354,ENG7.3,ENG7,2026-2027
Columbus Middle School,M2026354,MATH7.8,MATH7,2026-2027
Columbus Middle School,M2026354,PE7.3,PE7,2026-2027
Columbus Middle School,M2026354,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026354,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026354,SS7.9,SS7,2026-2027
Columbus Middle School,M2026354,TECH_MS.5,TECH_MS,2026-2027
Columbus Middle School,M2026355,ADV_MS.13,ADV_MS,2026-2027
Columbus Middle School,M2026355,DRAMA_MS.5,DRAMA_MS,2026-2027
Columbus Middle School,M2026355,ENG7.1,ENG7,2026-2027
Columbus Middle School,M2026355,MATH7.8,MATH7,2026-2027
Columbus Middle School,M2026355,PE7.6,PE7,2026-2027
Columbus Middle School,M2026355,SCI7.7,SCI7,2026-2027
Columbus Middle School,M2026355,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026355,SS7.6,SS7,2026-2027
Columbus Middle School,M2026356,ADV_MS.10,ADV_MS,2026-2027
Columbus Middle School,M2026356,ENG7.5,ENG7,2026-2027
Columbus Middle School,M2026356,MATH7.9,MATH7,2026-2027
Columbus Middle School,M2026356,PE7.6,PE7,2026-2027
Columbus Middle School,M2026356,SCI7.8,SCI7,2026-2027
Columbus Middle School,M2026356,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026356,SS7.5,SS7,2026-2027
Columbus Middle School,M2026356,TECH_MS.4,TECH_MS,2026-2027
Columbus Middle School,M2026357,ADV_MS.12,ADV_MS,2026-2027
Columbus Middle School,M2026357,ENG7.1,ENG7,2026-2027
Columbus Middle School,M2026357,MATH7.3,MATH7,2026-2027
Columbus Middle School,M2026357,PE7.1,PE7,2026-2027
Columbus Middle School,M2026357,SCI7.3,SCI7,2026-2027
Columbus Middle School,M2026357,SPAN7.1,SPAN7,2026-2027
Columbus Middle School,M2026357,SS7.2,SS7,2026-2027
Columbus Middle School,M2026357,TECH_MS.1,TECH_MS,2026-2027
Columbus Middle School,M2026358,ADV_MS.11,ADV_MS,2026-2027
Columbus Middle School,M2026358,ENG7.10,ENG7,2026-2027
Columbus Middle School,M2026358,MATH7.5,MATH7,2026-2027
Columbus Middle School,M2026358,MUS_MS.1,MUS_MS,2026-2027
Columbus Middle School,M2026358,PE7.1,PE7,2026-2027
Columbus Middle School,M2026358,SCI7.6,SCI7,2026-2027
Columbus Middle School,M2026358,SPAN7.4,SPAN7,2026-2027
Columbus Middle School,M2026358,SS7.9,SS7,2026-2027
Columbus Middle School,M2026359,ADV_MS.17,ADV_MS,2026-2027
