sourcedId,status,dateLastModified,classSourcedId,schoolSourcedId,userSourcedId,role,primary,beginDate,endDate
enr-s-M2026297-SS7.1,active,2026-04-26T07:42:10.000Z,class-SS7.1,school-columbus-middle-school,student-M2026297,student,false,2026-08-01,2027-05-31
enr-s-M2026298-ADV_MS.14,active,2026-04-26T07:42:10.000Z,class-ADV_MS.14,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026298-DRAMA_MS.1,active,2026-04-26T07:42:10.000Z,class-DRAMA_MS.1,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026298-ENG7.4,active,2026-04-26T07:42:10.000Z,class-ENG7.4,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026298-MATH7.4,active,2026-04-26T07:42:10.000Z,class-MATH7.4,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026298-PE7.1,active,2026-04-26T07:42:10.000Z,class-PE7.1,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026298-SCI7.3,active,2026-04-26T07:42:10.000Z,class-SCI7.3,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026298-SPAN7.7,active,2026-04-26T07:42:10.000Z,class-SPAN7.7,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026298-SS7.4,active,2026-04-26T07:42:10.000Z,class-SS7.4,school-columbus-middle-school,student-M2026298,student,false,2026-08-01,2027-05-31
enr-s-M2026299-ADV_MS.11,active,2026-04-26T07:42:10.000Z,class-ADV_MS.11,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-DRAMA_MS.5,active,2026-04-26T07:42:10.000Z,class-DRAMA_MS.5,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-ENG7.2,active,2026-04-26T07:42:10.000Z,class-ENG7.2,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-MATH7.4,active,2026-04-26T07:42:10.000Z,class-MATH7.4,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-MUS_MS.4,active,2026-04-26T07:42:10.000Z,class-MUS_MS.4,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-PE7.10,active,2026-04-26T07:42:10.000Z,class-PE7.10,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-SCI7.8,active,2026-04-26T07:42:10.000Z,class-SCI7.8,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-SPAN7.8,active,2026-04-26T07:42:10.000Z,class-SPAN7.8,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026299-SS7.4,active,2026-04-26T07:42:10.000Z,class-SS7.4,school-columbus-middle-school,student-M2026299,student,false,2026-08-01,2027-05-31
enr-s-M2026300-ADV_MS.16,active,2026-04-26T07:42:10.000Z,class-ADV_MS.16,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026300-ENG7.8,active,2026-04-26T07:42:10.000Z,class-ENG7.8,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026300-MATH7.10,active,2026-04-26T07:42:10.000Z,class-MATH7.10,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026300-MUS_MS.3,active,2026-04-26T07:42:10.000Z,class-MUS_MS.3,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026300-PE7.1,active,2026-04-26T07:42:10.000Z,class-PE7.1,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026300-SCI7.4,active,2026-04-26T07:42:10.000Z,class-SCI7.4,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026300-SPAN7.10,active,2026-04-26T07:42:10.000Z,class-SPAN7.10,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026300-SS7.8,active,2026-04-26T07:42:10.000Z,class-SS7.8,school-columbus-middle-school,student-M2026300,student,false,2026-08-01,2027-05-31
enr-s-M2026301-ADV_MS.13,active,2026-04-26T07:42:10.000Z,class-ADV_MS.13,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026301-ENG7.6,active,2026-04-26T07:42:10.000Z,class-ENG7.6,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026301-MATH7.9,active,2026-04-26T07:42:10.000Z,class-MATH7.9,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026301-MUS_MS.1,active,2026-04-26T07:42:10.000Z,class-MUS_MS.1,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026301-PE7.9,active,2026-04-26T07:42:10.000Z,class-PE7.9,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026301-SCI7.3,active,2026-04-26T07:42:10.000Z,class-SCI7.3,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026301-SPAN7.6,active,2026-04-26T07:42:10.000Z,class-SPAN7.6,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026301-SS7.6,active,2026-04-26T07:42:10.000Z,class-SS7.6,school-columbus-middle-school,student-M2026301,student,false,2026-08-01,2027-05-31
enr-s-M2026302-ADV_MS.15,active,2026-04-26T07:42:10.000Z,class-ADV_MS.15,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026302-ENG7.2,active,2026-04-26T07:42:10.000Z,class-ENG7.2,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026302-MATH7.4,active,2026-04-26T07:42:10.000Z,class-MATH7.4,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026302-MUS_MS.2,active,2026-04-26T07:42:10.000Z,class-MUS_MS.2,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026302-PE7.6,active,2026-04-26T07:42:10.000Z,class-PE7.6,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026302-SCI7.7,active,2026-04-26T07:42:10.000Z,class-SCI7.7,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026302-SPAN7.8,active,2026-04-26T07:42:10.000Z,class-SPAN7.8,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026302-SS7.3,active,2026-04-26T07:42:10.000Z,class-SS7.3,school-columbus-middle-school,student-M2026302,student,false,2026-08-01,2027-05-31
enr-s-M2026303-ADV_MS.13,active,2026-04-26T07:42:10.000Z,class-ADV_MS.13,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026303-ENG7.3,active,2026-04-26T07:42:10.000Z,class-ENG7.3,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026303-MATH7.2,active,2026-04-26T07:42:10.000Z,class-MATH7.2,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026303-PE7.3,active,2026-04-26T07:42:10.000Z,class-PE7.3,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026303-SCI7.1,active,2026-04-26T07:42:10.000Z,class-SCI7.1,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026303-SPAN7.3,active,2026-04-26T07:42:10.000Z,class-SPAN7.3,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026303-SS7.8,active,2026-04-26T07:42:10.000Z,class-SS7.8,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026303-TECH_MS.1,active,2026-04-26T07:42:10.000Z,class-TECH_MS.1,school-columbus-middle-school,student-M2026303,student,false,2026-08-01,2027-05-31
enr-s-M2026304-ADV_MS.15,active,2026-04-26T07:42:10.000Z,class-ADV_MS.15,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026304-DRAMA_MS.5,active,2026-04-26T07:42:10.000Z,class-DRAMA_MS.5,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026304-ENG7.10,active,2026-04-26T07:42:10.000Z,class-ENG7.10,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026304-MATH7.10,active,2026-04-26T07:42:10.000Z,class-MATH7.10,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026304-PE7.7,active,2026-04-26T07:42:10.000Z,class-PE7.7,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026304-SCI7.10,active,2026-04-26T07:42:10.000Z,class-SCI7.10,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026304-SPAN7.7,active,2026-04-26T07:42:10.000Z,class-SPAN7.7,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026304-SS7.10,active,2026-04-26T07:42:10.000Z,class-SS7.10,school-columbus-middle-school,student-M2026304,student,false,2026-08-01,2027-05-31
enr-s-M2026305-ADV_MS.13,active,2026-04-26T07:42:10.000Z,class-ADV_MS.13,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026305-ART_MS.3,active,2026-04-26T07:42:10.000Z,class-ART_MS.3,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026305-ENG7.2,active,2026-04-26T07:42:10.000Z,class-ENG7.2,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026305-MATH7.5,active,2026-04-26T07:42:10.000Z,class-MATH7.5,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026305-PE7.7,active,2026-04-26T07:42:10.000Z,class-PE7.7,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026305-SCI7.5,active,2026-04-26T07:42:10.000Z,class-SCI7.5,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026305-SPAN7.7,active,2026-04-26T07:42:10.000Z,class-SPAN7.7,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026305-SS7.6,active,2026-04-26T07:42:10.000Z,class-SS7.6,school-columbus-middle-school,student-M2026305,student,false,2026-08-01,2027-05-31
enr-s-M2026306-ADV_MS.13,active,2026-04-26T07:42:10.000Z,class-ADV_MS.13,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026306-DRAMA_MS.1,active,2026-04-26T07:42:10.000Z,class-DRAMA_MS.1,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026306-ENG7.8,active,2026-04-26T07:42:10.000Z,class-ENG7.8,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026306-MATH7.3,active,2026-04-26T07:42:10.000Z,class-MATH7.3,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026306-PE7.8,active,2026-04-26T07:42:10.000Z,class-PE7.8,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026306-SCI7.6,active,2026-04-26T07:42:10.000Z,class-SCI7.6,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026306-SPAN7.6,active,2026-04-26T07:42:10.000Z,class-SPAN7.6,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026306-SS7.6,active,2026-04-26T07:42:10.000Z,class-SS7.6,school-columbus-middle-school,student-M2026306,student,false,2026-08-01,2027-05-31
enr-s-M2026307-ADV_MS.11,active,2026-04-26T07:42:10.000Z,class-ADV_MS.11,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026307-ART_MS.5,active,2026-04-26T07:42:10.000Z,class-ART_MS.5,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026307-ENG7.8,active,2026-04-26T07:42:10.000Z,class-ENG7.8,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026307-MATH7.10,active,2026-04-26T07:42:10.000Z,class-MATH7.10,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026307-PE7.1,active,2026-04-26T07:42:10.000Z,class-PE7.1,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026307-SCI7.7,active,2026-04-26T07:42:10.000Z,class-SCI7.7,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026307-SPAN7.1,active,2026-04-26T07:42:10.000Z,class-SPAN7.1,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026307-SS7.9,active,2026-04-26T07:42:10.000Z,class-SS7.9,school-columbus-middle-school,student-M2026307,student,false,2026-08-01,2027-05-31
enr-s-M2026308-ADV_MS.12,active,2026-04-26T07:42:10.000Z,class-ADV_MS.12,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026308-ART_MS.5,active,2026-04-26T07:42:10.000Z,class-ART_MS.5,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026308-ENG7.3,active,2026-04-26T07:42:10.000Z,class-ENG7.3,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026308-MATH7.3,active,2026-04-26T07:42:10.000Z,class-MATH7.3,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026308-PE7.4,active,2026-04-26T07:42:10.000Z,class-PE7.4,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026308-SCI7.5,active,2026-04-26T07:42:10.000Z,class-SCI7.5,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026308-SPAN7.4,active,2026-04-26T07:42:10.000Z,class-SPAN7.4,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026308-SS7.4,active,2026-04-26T07:42:10.000Z,class-SS7.4,school-columbus-middle-school,student-M2026308,student,false,2026-08-01,2027-05-31
enr-s-M2026309-ADV_MS.25,active,2026-04-26T07:42:10.000Z,class-ADV_MS.25,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026309-DRAMA_MS.1,active,2026-04-26T07:42:10.000Z,class-DRAMA_MS.1,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026309-ENG7.5,active,2026-04-26T07:42:10.000Z,class-ENG7.5,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026309-MATH7.9,active,2026-04-26T07:42:10.000Z,class-MATH7.9,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026309-PE7.2,active,2026-04-26T07:42:10.000Z,class-PE7.2,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026309-SCI7.7,active,2026-04-26T07:42:10.000Z,class-SCI7.7,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026309-SPAN7.5,active,2026-04-26T07:42:10.000Z,class-SPAN7.5,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026309-SS7.1,active,2026-04-26T07:42:10.000Z,class-SS7.1,school-columbus-middle-school,student-M2026309,student,false,2026-08-01,2027-05-31
enr-s-M2026310-ADV_MS.16,active,2026-04-26T07:42:10.000Z,class-ADV_MS.16,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026310-ENG7.3,active,2026-04-26T07:42:10.000Z,class-ENG7.3,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026310-MATH7.2,active,2026-04-26T07:42:10.000Z,class-MATH7.2,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026310-MUS_MS.1,active,2026-04-26T07:42:10.000Z,class-MUS_MS.1,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026310-PE7.1,active,2026-04-26T07:42:10.000Z,class-PE7.1,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026310-SCI7.9,active,2026-04-26T07:42:10.000Z,class-SCI7.9,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026310-SPAN7.3,active,2026-04-26T07:42:10.000Z,class-SPAN7.3,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026310-SS7.2,active,2026-04-26T07:42:10.000Z,class-SS7.2,school-columbus-middle-school,student-M2026310,student,false,2026-08-01,2027-05-31
enr-s-M2026311-ADV_MS.12,active,2026-04-26T07:42:10.000Z,class-ADV_MS.12,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026311-ART_MS.4,active,2026-04-26T07:42:10.000Z,class-ART_MS.4,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026311-ENG7.7,active,2026-04-26T07:42:10.000Z,class-ENG7.7,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026311-MATH7.3,active,2026-04-26T07:42:10.000Z,class-MATH7.3,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026311-PE7.4,active,2026-04-26T07:42:10.000Z,class-PE7.4,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026311-SCI7.4,active,2026-04-26T07:42:10.000Z,class-SCI7.4,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026311-SPAN7.4,active,2026-04-26T07:42:10.000Z,class-SPAN7.4,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026311-SS7.9,active,2026-04-26T07:42:10.000Z,class-SS7.9,school-columbus-middle-school,student-M2026311,student,false,2026-08-01,2027-05-31
enr-s-M2026312-ADV_MS.14,active,2026-04-26T07:42:10.000Z,class-ADV_MS.14,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026312-ART_MS.5,active,2026-04-26T07:42:10.000Z,class-ART_MS.5,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026312-ENG7.1,active,2026-04-26T07:42:10.000Z,class-ENG7.1,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026312-MATH7.2,active,2026-04-26T07:42:10.000Z,class-MATH7.2,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026312-PE7.7,active,2026-04-26T07:42:10.000Z,class-PE7.7,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026312-SCI7.2,active,2026-04-26T07:42:10.000Z,class-SCI7.2,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026312-SPAN7.9,active,2026-04-26T07:42:10.000Z,class-SPAN7.9,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026312-SS7.1,active,2026-04-26T07:42:10.000Z,class-SS7.1,school-columbus-middle-school,student-M2026312,student,false,2026-08-01,2027-05-31
enr-s-M2026313-ADV_MS.12,active,2026-04-26T07:42:10.000Z,class-ADV_MS.12,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026313-ART_MS.5,active,2026-04-26T07:42:10.000Z,class-ART_MS.5,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026313-ENG7.10,active,2026-04-26T07:42:10.000Z,class-ENG7.10,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026313-MATH7.6,active,2026-04-26T07:42:10.000Z,class-MATH7.6,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026313-PE7.7,active,2026-04-26T07:42:10.000Z,class-PE7.7,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026313-SCI7.8,active,2026-04-26T07:42:10.000Z,class-SCI7.8,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026313-SPAN7.2,active,2026-04-26T07:42:10.000Z,class-SPAN7.2,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026313-SS7.3,active,2026-04-26T07:42:10.000Z,class-SS7.3,school-columbus-middle-school,student-M2026313,student,false,2026-08-01,2027-05-31
enr-s-M2026314-ADV_MS.8,active,2026-04-26T07:42:10.000Z,class-ADV_MS.8,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026314-ENG7.8,active,2026-04-26T07:42:10.000Z,class-ENG7.8,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026314-MATH7.4,active,2026-04-26T07:42:10.000Z,class-MATH7.4,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026314-MUS_MS.1,active,2026-04-26T07:42:10.000Z,class-MUS_MS.1,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026314-PE7.8,active,2026-04-26T07:42:10.000Z,class-PE7.8,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026314-SCI7.4,active,2026-04-26T07:42:10.000Z,class-SCI7.4,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026314-SPAN7.2,active,2026-04-26T07:42:10.000Z,class-SPAN7.2,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026314-SS7.5,active,2026-04-26T07:42:10.000Z,class-SS7.5,school-columbus-middle-school,student-M2026314,student,false,2026-08-01,2027-05-31
enr-s-M2026315-ADV_MS.12,active,2026-04-26T07:42:10.000Z,class-ADV_MS.12,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026315-ENG7.3,active,2026-04-26T07:42:10.000Z,class-ENG7.3,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026315-MATH7.5,active,2026-04-26T07:42:10.000Z,class-MATH7.5,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026315-MUS_MS.2,active,2026-04-26T07:42:10.000Z,class-MUS_MS.2,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026315-PE7.5,active,2026-04-26T07:42:10.000Z,class-PE7.5,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026315-SCI7.3,active,2026-04-26T07:42:10.000Z,class-SCI7.3,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026315-SPAN7.3,active,2026-04-26T07:42:10.000Z,class-SPAN7.3,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026315-SS7.1,active,2026-04-26T07:42:10.000Z,class-SS7.1,school-columbus-middle-school,student-M2026315,student,false,2026-08-01,2027-05-31
enr-s-M2026316-ADV_MS.13,active,2026-04-26T07:42:10.000Z,class-ADV_MS.13,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026316-ART_MS.5,active,2026-04-26T07:42:10.000Z,class-ART_MS.5,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026316-ENG7.3,active,2026-04-26T07:42:10.000Z,class-ENG7.3,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026316-MATH7.2,active,2026-04-26T07:42:10.000Z,class-MATH7.2,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026316-PE7.1,active,2026-04-26T07:42:10.000Z,class-PE7.1,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026316-SCI7.7,active,2026-04-26T07:42:10.000Z,class-SCI7.7,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026316-SPAN7.10,active,2026-04-26T07:42:10.000Z,class-SPAN7.10,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026316-SS7.6,active,2026-04-26T07:42:10.000Z,class-SS7.6,school-columbus-middle-school,student-M2026316,student,false,2026-08-01,2027-05-31
enr-s-M2026317-ADV_MS.11,active,2026-04-26T07:42:10.000Z,class-ADV_MS.11,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026317-ENG7.4,active,2026-04-26T07:42:10.000Z,class-ENG7.4,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026317-MATH7.3,active,2026-04-26T07:42:10.000Z,class-MATH7.3,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026317-PE7.3,active,2026-04-26T07:42:10.000Z,class-PE7.3,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026317-SCI7.1,active,2026-04-26T07:42:10.000Z,class-SCI7.1,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026317-SPAN7.1,active,2026-04-26T07:42:10.000Z,class-SPAN7.1,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026317-SS7.10,active,2026-04-26T07:42:10.000Z,class-SS7.10,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026317-TECH_MS.5,active,2026-04-26T07:42:10.000Z,class-TECH_MS.5,school-columbus-middle-school,student-M2026317,student,false,2026-08-01,2027-05-31
enr-s-M2026318-ADV_MS.28,active,2026-04-26T07:42:10.000Z,class-ADV_MS.28,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
enr-s-M2026318-DRAMA_MS.3,active,2026-04-26T07:42:10.000Z,class-DRAMA_MS.3,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
enr-s-M2026318-ENG7.7,active,2026-04-26T07:42:10.000Z,class-ENG7.7,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
enr-s-M2026318-MATH7.1,active,2026-04-26T07:42:10.000Z,class-MATH7.1,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
enr-s-M2026318-PE7.4,active,2026-04-26T07:42:10.000Z,class-PE7.4,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
enr-s-M2026318-SCI7.4,active,2026-04-26T07:42:10.000Z,class-SCI7.4,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
enr-s-M2026318-SPAN7.4,active,2026-04-26T07:42:10.000Z,class-SPAN7.4,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
enr-s-M2026318-SS7.4,active,2026-04-26T07:42:10.000Z,class-SS7.4,school-columbus-middle-school,student-M2026318,student,false,2026-08-01,2027-05-31
